Tweet ID	Tweet	(1) Very Negative	(2) Negative	(3) Neutral	(4) Positive	(5) Strongly Positive	NA	Score (unrounded)	Score (rounded)
161329355673436161	<USER> RIGHT! I forgot for a second you were at March For Life! You lucky with your snow and days off of school.	0	0	4	4	0	0	3	3
518912626940596224	RED VINES! What the can't they do? #avpm	0	0	3	5	0	0	4	4
575175513389555712	I liked a <USER> video <URL> Marilyn Manson - This Is The New	0	0	1	7	0	0	4	4
808534317114818560	It's so cold in this bar and the last thing I want to hear right now is old school Backstreet Boys in this bar.	0	6	2	0	0	0	2	2
939298467926675456	<USER> same, it's such a gatekeeping tactic	0	5	2	0	0	1	2	2
274634476796133376	<USER> hahahah yeah.	0	0	4	2	1	1	3	3
249354489075748864	<USER> and too, but boob was my favorite. You also talked about sexting a virgins. Helluva opening session!	0	2	1	3	1	0	3.4285714285714284	4
204700968972058625	<USER> <USER> <USER> <USER> Bloody indeed! I know I will miss #sanctuary!	0	3	3	1	0	0	2.7142857142857144	3
214838869638647809	Great 2nd inning!! Don't get comfortable! #BiteDown and kick some Gator #GoFlashes #CWS	0	1	0	4	2	0	4	4
699661667030822912	'The road to was paved with good intentions.' Moral hazards. <URL>	0	1	4	2	0	0	3	3
520334344674873344	Claire was def one of my fave characters when the show was on but she's actually super annoying most of the time #LostReWatch	0	6	1	0	0	0	2	2
923957337622302720	<USER> <USER> <USER> no	0	4	3	0	0	0	2	2
52860369395392513	writing an essay about hunting...we'll see how this goes.	0	1	6	0	0	0	3	3
468212794387472385	Don't wanna go to skool 2ma but ain't gt 2 do	0	7	0	0	0	0	2	2
734962624778121216	<USER> What if I listen to it the entire flight home?	0	0	7	0	0	0	3	3
369898880709976064	Looks so weird, wow. 'Watch Giovanni Lorenzo's Face Get Rearranged In Extreme Slow Motion' <URL>	0	1	5	1	0	0	3	3
28622207821	Grrrrr Morgan's school projects are making my weekend a living	0	7	0	0	0	0	2	2
450433964675977216	Overheard at the bus station re: the weather: 'It's a real quagmire out there!!' Well-played, sir.	0	1	1	5	1	0	4	4
542102367823745024	<USER> you're slowing turning into a	0	3	3	0	0	0	2.5	3
766695127465222144	<USER> <USER> <USER> do you realize you go through more in 1 episode than TWD in 1 season. Lol. #ZNation #10k #doc #addy	0	1	5	2	0	0	3	3
668182606635102208	26 ways to off a Chicagoan | <URL>	1	5	0	1	0	1	2	2
443842540924846080	I just realized it is supposed to snow tomorrow. What the nature...	0	2	6	0	0	0	3	3
275844742397435904	<USER> is having a Merry and Bright Giveaway!! Merry Christmas! <URL>	0	0	1	4	2	0	4	4
403596704626114560	<USER> in a box	0	0	5	1	0	1	3	3
771889242201096197	I am many things -- but a boring is not one.	0	1	2	4	0	0	4	4
646495765263613953	<USER> you and <USER> need to turn this into a villain bats can beat to a pulp	0	3	1	3	0	0	3.0	3
878870216339410944	<USER> You think being a kid gives you a free pass to be an anonymity makes you bold. Being a ki... <URL>	0	4	2	1	0	0	2	2
2039098378	eff Kijiji buyers... people are inherently	1	1	4	0	0	1	3	3
236994591323193344	Brunch seriously kicked my #CantLie	0	4	3	0	0	0	2	2
722230108698705921	Green Tea is so good	0	0	0	4	3	0	4	4
666855328579981312	<USER> I'm not even your MAIN THANKS BAE	1	3	0	3	0	0	2.7142857142857144	3
882283004080644096	Joey Chestnut isn't human ... But he sure as is American!!! #4thOfJuly #NathansHotDogEatingContest	0	0	0	7	0	0	4	4
571819100000940032	missed my [?]	0	3	4	0	0	0	3	3
888475146159177728	<USER> I was like dude we get it, im pretty sure #45 got enough lips on his already, he should be running outta space.	0	4	2	1	0	0	2	2
367343160701501440	<USER> Only thing that should be considered irrelevant to that is necklaces and neck kisses.. Goodbye fool.'	0	7	0	0	0	0	2	2
648212805766803456	A lot of complain about being a housewife because they don't want to be married to the one they have.	0	6	1	0	0	0	2	2
255021175867060224	You can't treat people like and then expect them to love you.	0	7	0	0	0	0	2	2
467312901737287680	<USER> <USER> Yes, but the updated version is just as classic. You sure were driving then.	0	1	4	2	0	0	3	3
10125121264025600	wml server!.....cannot connect	0	5	2	0	0	0	2	2
775554714364702720	Oooh, you just coach off Chip Kelly hates stupid penalties! #SFvsLA	1	6	0	0	0	0	2	2
483838058752532481	<USER> dont fight it join the up sleeping shedual club	0	0	5	2	0	0	3	3
587258105215512576	<USER> what the begins???	0	3	4	0	0	0	3	3
904539513128706048	#insecurehbo clean all that tomorrow Issa.	0	1	6	0	0	0	3	3
933519178430140416	<USER> <USER> <USER> Oh no! They need to leave 'crying piccolo' girl out of this!	1	4	2	0	0	0	2	2
492796091067531264	<USER> my agency is brand new my site is a week old and those are my clients so far...kicking	0	0	3	4	0	0	4	4
797152633219936257	<USER> you are a idiot.	2	7	0	0	0	0	2	2
940411845013319681	Nah but it always be mad funny when grown men be saying they bored lmaoooooo 39 with nuthin to do	0	2	6	1	0	0	3	3
17359117098156032	What the I rebooted my mac, and without asking me, it decided to spend the next 2 hours updating software. #fail	1	8	0	0	0	0	2	2
295721231150362624	Holy The Godfather!! Im loving this!! #RR2013	0	0	0	3	6	0	5	5
337095109315272706	<USER> <USER> <USER> Too bad <USER> doesnt seem to give a at all what fans want. Theyd rather make up fake drama.	3	4	2	0	0	0	1.8888888888888888	2
244880458217836544	Good weekend tho	0	0	0	8	1	0	4	4
452631429567246336	although i sat on maroon tonight my heart is forever a whitey! i cheer my off for you girls. I'm still so proud!!! WWW FOREVER	0	0	3	3	3	0	4.0	4
105869215768117248	Two words that describes our new store manager... Dont believe me? Just ask the rest of my crew.. Honesty from your l ...	0	1	7	0	0	1	3	3
489255377423175680	'I am the biggest little - <USER>	0	2	5	0	0	2	3	3
771073092718395392	school buses!	0	1	6	2	0	0	3	3
378245749017817088	Don't say I'm better off dead, 'Cause heaven's full and won't have me. Won't you make some room in your bed?	0	6	3	0	0	0	2	2
589883144721059840	kyrie	0	0	7	0	0	2	3	3
497422872160530433	<USER> just saw the V103 interview with the angry lady, what a class act you are. You're a of a wordsmith, perfect comeback!	0	0	3	5	1	0	4	4
823349172250275840	<USER> It's been too long man, we needa link up soon. Thanks a lot homie	0	1	0	8	0	0	4	4
934894549788450816	<USER> Sounds like a typical travel day for us when we fly	0	0	7	2	0	0	3	3
254622160088334336	<USER> <USER> <USER> If I'm this should be my next profile picture	0	0	7	2	0	0	3	3
694021029849464832	The you looking at? Igneel isn't having any of your today. <URL>	0	8	1	0	0	0	2	2
898971249556062208	it just pisses me off that i try so hard to be a good friend and get treated like in return	1	8	0	0	0	0	2	2
143877236980854784	Hey Cole must have an for a face cause all that's coming out is crap!	2	7	0	0	0	0	2	2
707595598476800000	Snowden: FBI's claim it can't unlock the San Bernardino iPhone is <URL>	0	2	7	0	0	0	3	3
628580347563900928	you can pretend you're not a but you are the epitome of one ud83dude02ud83dude02ud83dude02	0	5	3	0	0	1	2	2
458459733150560256	Ughh shits gettin' real...my wedding is in 314 days, time to get my in shape! Leggoooo!	0	2	2	5	0	0	4	4
132514569406005249	Community + maxidonas, to the yeah.	0	0	6	2	0	1	3	3
85774673916346369	Lol my bb cuzn couldnt pick anyting up with her chopsticks, so she got hella off and threw the chopsticks across the table XD	0	4	3	2	0	0	2.7777777777777777	3
659079390362472448	You know someone's having a of a day when they have to wear their hair in a bun for work & they arrive with it falling apart already.	0	7	2	0	0	0	2	2
824441941370736642	<USER> he was in a strange place. What the set him off? He was fine all night, then coo coo. Just like that he settled down.	0	5	4	0	0	0	2	2
251098349434990592	<USER> <USER> it's cause she's cool as nik	0	0	4	3	1	0	3.625	4
849471381649727493	loving someone isn't an excuse to let them treat you like !!!!!!!!	2	5	1	1	0	0	2	2
320228293607567360	<USER> :/ I feel the need to say give a ping anytime if you want to about the world into someone's ear until you feel better.	0	1	3	2	0	0	3	3
880873309298151426	I PUT THE WRONG SPRAY DOWN BC I WAS SCREAMING BUT HOLY <URL>	0	4	1	0	0	1	2	2
596411813559816192	<USER> some boy named Jesse Garcia did it	0	0	6	0	0	0	3	3
611991563254628352	<USER> i HATE the way Google deals with time zones. Annoys the out of me. I want to see absolute times, not converted ones.	1	3	2	0	0	0	2	2
28944800929550336	'You have a unique authority to plunder in the area where plundered you!' <USER> #awaken AMEN!	0	2	2	2	0	0	3.0	3
927591000926810113	WHY WOULD YOU WANT TO GO TO THE IMPACT TAPINGS AFTER A BOUND FOR GLORY!?	0	2	4	0	0	0	3	3
1440971718	i cannot be bothered with wearing clothes right now. it's just too hot.	0	2	4	0	0	0	3	3
474311234875977729	Too Short - All My Are Gone #Classic <URL>	0	2	4	0	0	0	3	3
896905307149877250	<USER> Wah, wah, wah, hope he discovers the price for being a hateful	1	5	0	0	0	0	2	2
804232884898787328	This is why I paid that convenience fee on Fandango. At 7pm HST last Sunday. <URL>	0	1	4	1	0	0	3	3
659434052894760964	Imagine if the soup actually was poison...one of a twist. #dopeysrevenge	0	2	4	0	0	0	3	3
722492328062160897	Although, these destinations are yet to finalized. Others possibilities include Cana & or Varadero. #PaxEx #avgeek	0	0	5	1	0	0	3	3
812045861404307456	<USER> i really love your	0	0	0	4	1	1	4	4
269708408280723457	'Welcome to the team. Don't it up' behind the scenes with the tech geeks on Obama's campaign led by <USER> <URL>	0	0	4	2	0	0	3	3
385828981289013248	Problem is when you truly know your worth and you been through and back, you refuse to settle for mediocre bulkshit	0	4	0	2	0	0	2	2
356520424781250561	Look at me- cooking and <URL>	0	0	5	1	0	0	3	3
227364560166854658	PorshaHolt: So Stevie J & Joseline was in Jackson, MS last night! she str8 took Mimi man or should I say everybody man!-IKR? Both a ...	0	0	5	0	1	0	3	3
604111705875058688	'Chill the down, Meg' - my mom trying to be hip.	0	1	4	0	0	0	3	3
318712695522205696	I really want the ice cream maker attachment for my kitchen aid mixer. NO YOU DON'T! yes I do. NO YOU DON'T YOU FAT yes I do! OMGSHUTUP	1	3	1	0	0	0	2	2
555554486651854849	<USER> <USER> yeah lets go get Trestman now	0	0	4	1	0	0	3	3
504698059239206913	<USER> what the is that	0	2	3	0	0	0	3	3
460546276791054336	<USER> I'm panicking idk what to do with a chick HELP ME U	1	3	1	0	0	0	2	2
929556229038510080	'They're on the roof! How the am I going to see anything if I look out the window?' #LivePD	0	2	3	0	0	0	3	3
937955171056996352	Tumblr's gone to in many ways and I only hang around there because I have friends who don't use Twitter there.	0	4	1	0	0	0	2	2
115617703401758720	ridiculous hit on Maclin	0	4	0	0	0	1	2	2
756501300213317632	<USER> !!! better pull out of New Orleans .. they don't like people from the North .. what a bunch of Political Correct BS!!	3	2	0	0	0	0	1	1
936962738827313152	<USER> The patron saint of go yourself says don't give up hope. Fight tooth and nail. <URL>	0	0	0	5	0	0	4	4
664385831352868864	Anybody know a lawyer who would like to take on <USER> for a 70yr.old Vet & Senior Citizen that TWC doesn't give a about?????	1	3	1	0	0	0	2	2
459415331849895938	Still haven't seen at Theater LaB?? What are you waiting for!? Read my #review and see it this weekend. <URL>	0	0	1	3	1	0	4	4
738090015058755585	I love when people argue politics online it's so entertaining & tells u a lot about a person. For ex., some ppl are complete idiots.	0	4	0	1	0	0	2	2
759173712100859904	why many people assume and	0	0	5	0	0	0	3	3
339468660622110721	Feeling like Migraine's suck balls!	2	2	0	0	0	0	1.5	2
585283274890616832	Duke played and executed better at the end. of a season to both teams. Again congratulations to Duke. Well deserved	0	0	0	3	2	0	4	4
100073897684246528	<USER> <USER> you two are so cute together!	0	0	0	2	3	0	5	5
494144602010431489	Reading some so I can get my permit	0	0	3	2	0	0	3	3
527831863591972864	Why the would anyone wanna do drugs...google meth before and after	1	3	1	0	0	0	2	2
208014538602332160	Y Do I Still Think About Yuh!? Lmao Mook Stop Itt	0	2	4	2	0	0	3	3
26726170133270529	people be over-complicating life just live and keep it G my ha	0	4	2	1	1	0	2	2
332100301819609088	Nice if you get that hopefully u can change it. Sincerely, my deep heart.	0	1	1	6	0	0	4	4
574712123923677184	'I get up every morning determined to both change the world and have one of a good time.' #FixHigherEd <URL>	0	0	0	5	3	0	4	4
638352123936309248	there's something about exposed feet in sandals in public restrooms where people on the floor on the daily... #yecck	1	6	1	0	0	0	2	2
765239575472070656	<USER> Great set at Hampton Beach this weekend. Loved it. And a of a voice to boot! #WHITEMAAAAN #NotRacist #Really	0	0	2	2	4	0	5	5
619011008812728320	<USER> nice to see someone putting that jumped up Kanye west in his place, nice one <URL>	0	4	0	3	0	1	2	2
783199074040164352	<USER> NO. Not like I'm surprised. Delta man. Flight delayed for 'security reasons.' TOTALLY not their fault at all. -_-	0	5	3	0	0	0	2	2
302903990771924992	1st of the year. yeah, Shamrock Shakes.(:#delicious <URL>	0	0	1	5	2	0	4	4
470741077386100737	<USER> Totally. But	0	0	5	2	0	1	3	3
15908851386	Going camping with a butt load of alcohol tomorrow, hella nature fit shased	0	1	0	6	1	0	4	4
170866056271888384	#FFWEEKEND Morris: 'A liberal, a moderate & conservative walks into a bar. The bartender says Hello Mr. Romney'	0	1	3	4	0	0	4	4
311256896910786561	I think it's funny how fans want the boys <USER> to date a fan, but gets when it's possibly happening. #Hypocrites	0	7	1	0	0	0	2	2
932614533591584769	<USER> Resign you fascist	6	2	0	0	0	0	1	1
770226234210922496	Jagger makes financial deal with ballerina carrying his 8th child: Takes care of his kids & a Great-Grandfather <URL>	0	1	3	3	1	0	3.5	4
837672532966682624	Get well soon <USER> We will miss you <URL>	0	0	0	6	2	0	4	4
671075454015553536	Write-off Ryan Tannehill plays like a female	0	6	2	0	0	0	2	2
634165068121423872	Anyways I got hired today! So 'work' will be required. fine print.	0	0	2	5	0	0	4	4
356081854400561152	Asia is back if you a a talker and attention craver GTFO ! Don't fukk with meh, cause youu hoes don't get to meh no more	3	4	0	0	0	0	2	2
304714689655484418	'ive never sucked before...i bet it sucks	0	7	0	0	0	0	2	2
507236663823572992	Ohio's Anti-Choice Governor Could Be a Shoo-In for Re-Election <URL> via <USER> Shudder 2 think about this.	1	5	1	0	0	0	2	2
701291012719669248	me <USER> poe dameron: heart eyes	0	1	2	3	0	0	3.3333333333333335	3
706908812834308096	I may be a big ol' grump today...but by God, I'm gonna brush the outta my teeth!!! ... <URL>	0	2	2	3	0	0	3.142857142857143	3
394281116276109312	O'Halloran never liked the Preds. Just told Hendricks to Off on the jumbotron. Reverse that and player gets tossed. Official get nada.	0	4	3	0	0	0	2	2
838594882847522816	Rosita is on my last nerve come on girl put your big girl panties on and move the on #TheWalkingDead	1	4	1	1	0	0	2	2
695015518827368448	'Resting face' is real, scientists say - Good news, everyone! You can now wear your mildly discontented f... <URL>	0	3	0	4	0	0	4	4
775376254669389824	I have to change my facial expression honestly over 30 times a day because I realize I look like I'm off or annoyed	0	1	3	1	0	0	3	3
22790206499328000	<USER> lord why i see you eating and beating her in the head cause she aint doin it right lol!!!	0	5	0	0	0	0	2	2
905167881444487168	<USER> shame	0	4	1	0	0	0	2	2
17975985334	that might just do it. Cmon germany	0	0	3	2	0	0	3	3
828037323103272960	I know the comparison of Umbridge vs <USER> is kinda liberal, but I can't help but laugh just a little bit. fascists.	1	2	1	1	0	0	2.4	2
905911242572808192	<USER> Ill beat his	0	3	1	1	0	0	2	2
630935498320691200	I gained ten pounds this summer. L0L	0	1	2	2	0	0	3.2	3
338423520478502912	<USER> <USER> <USER> This explains why Evan's such a today. Where are all my tools?	0	5	0	0	0	0	2	2
359982554603986944	boa dia ! it's pool time xD	0	0	0	4	1	0	4	4
274363954325757952	<USER> nah not yet bruh we havent bought the for it yet	0	2	3	0	0	0	3	3
668583157562765312	<USER> HMU BAE	0	0	3	1	1	0	3	3
495772297912131584	Fine I didn't actually want any goldfish anyway. #imanadult #itssupereffective <URL>	1	3	1	0	0	0	2	2
358837142182952960	Ok twitter, wtf is this You keep marking political cartoons & protest banners as sensitive but don't flag pictures of genocide. Dafuq?	3	2	0	0	0	0	1	1
791435124470493184	HOLY AND KATE KANE'S UGLY BUZZ CUT IS GONE I'm so excited! I love this artist. I love everything. This is exactly what I needed rn.	0	0	0	2	3	0	5	5
845314746408562688	What Trump's Time Interview Shows About His Thinking? He is one MoFo. <URL>	0	5	0	0	0	0	2	2
825613976436355076	dolphin_project's photo <URL> these sons of need to be #stopped #Tweet4Taiji	1	4	0	0	0	0	2	2
44182450963886080	<USER> two words. yes	0	0	2	4	0	1	4	4
737916927876698112	<USER> <URL> so entertaining!	0	0	0	3	3	0	4.5	5
1864748461	OH MY GOD I'M FINALLY MOVED OUT. That took so long	0	1	3	1	2	0	3.5714285714285716	4
841449235606306816	Stupid, Stupid, Stupid. The counselor advisor to the head is stupid. <URL>	2	5	0	0	0	0	2	2
149573656081735680	So I took about a month off to get Apple Valley in order, but now... it's time... A NEW WEBCOMIC is up! <URL>	0	0	0	5	2	0	4	4
884204931380641793	<USER> <USER> you got them hot ! I just wanted to see the response ! That still funny though no... <URL>	0	0	3	2	0	0	3.4	3
618896229506793477	Two songs need to be finished but of course I'm too busy with my other ventures T.T	0	3	3	1	0	0	2.7142857142857144	3
926984646289756160	First of the night...#LivePD	0	0	2	5	0	0	4	4
594105199104544768	<USER> Can You Make Like A Different Game Video Like SR4 Gat Out Of Because You Barely Even Explored It? IDK it's up to you.	0	1	5	1	0	0	3	3
242711851853570050	I'M SO FREAKING	0	0	3	1	2	0	3.8333333333333335	4
1966814833	holy egm is back	0	1	4	3	0	0	3	3
658471509598584832	Way to go social media.... ruin #TheWalkingDead for me when I can't watch it til tomorrow.... #pissedoff	2	6	0	0	0	0	2	2
21787385638	Watching 'Drag me to .... WEIRD!!	0	3	4	1	0	0	3	3
563873066468777986	<USER> Enjoying this relaxing time off. I am not leaving this bed. #MFC #booty #love #natural <URL>	0	0	0	8	0	0	4	4
538059300355072000	I'm tired of this -_-	0	7	1	0	0	0	2	2
942128167283822592	Just had a customer at me for 15 minutes claiming you don't pay sales tax if you pay with cash. Not only is s... <URL>	1	6	1	0	0	0	2	2
833433680559427587	Aw here comes the English#festivaldacancao	0	2	4	2	0	0	3	3
467119220531011584	<USER> We didn't care when he unmasked with Aces, we still don't care about Knox/Knux/whatever you call that poor	0	6	1	0	0	1	2	2
920672667451187201	<USER> <USER> You bet your we are	0	1	3	4	0	0	4	4
218375965796081665	<USER> It's a tax Ty for giving us CONSERVATIVES the perfect issue to defeat your immature, illegal, unwanted policies.	2	5	0	0	1	0	2	2
721925371290001409	...than the best. 'It's for the fans, not the critics.' That kind of They tend to not understand what most film critics go through.	0	3	2	0	0	0	2	2
463502078870945792	'Assume you ain't wit dat fufu lame Where would you send shots?' a) Your head b) Your chest c) Yo fitted d) <USER>	1	2	2	0	0	0	2.2	2
351897210910285824	<USER> + <USER> !!!! Count me in for dat	0	0	0	5	0	0	4	4
944214655697690625	Mantis Society Study Center: Breaking: Longtime sports broadcaster Enberg ... <URL>	0	2	3	0	0	0	3	3
843915754219159552	It's pretty sad that I have to look at posts and comments on Facebook to find out what's going on with my grandfather's health	1	4	0	0	0	0	2	2
609627826321518592	People are so toxic.	0	5	0	0	0	0	2	2
692175643774181376	Kat McNamara is so pretty #jealous	0	0	0	4	1	0	4	4
877501065301819392	Another folk singer. #INeedThatLikeAHoleInTheHead	1	4	2	1	0	0	2	2
436200891830370304	Pumped to see the #shockers on the cover of Sports Illustrated. straight they're the undefeated monsters of the Midwest! #hometownpride	0	0	1	6	1	0	4	4
339790633650749443	If you haven't anything nice to say, then maybe just shut the up.	0	5	1	2	0	0	2	2
533848676406685698	I feel like last week life was perfect and this week I did something to the whole world off	1	4	1	2	0	0	2	2
301003241716580353	The DMV workers were personally placed on this earth to off everyone as quick as possible #yourjobsucks	2	5	1	0	0	0	2	2
515724416979058688	Do not incidentally call me a on your retweet. You've broken up with me multiple times and I'm not on here calling you names. #no	1	5	2	0	0	0	2	2
911641099445215232	Who the cares about entitled, disrespectful NFL a-hole's 'opinion' on <USER> statement? #BoycottNFL is killing... <URL>	4	3	1	0	0	0	1	1
868671624924495876	Went to the movies and watched baywatch. HILARIOUS. and Zac Efron still looking sexy as #baywatch	0	0	0	5	3	0	4	4
822290763824427009	<USER> excited but also low key that BOTH OF OUR SHOWS ARE ENDING <URL>	0	1	4	3	0	0	3	3
273466287462682626	<USER> Good call. You may go to but at least it won't be today! ;-)	0	0	1	7	0	0	4	4
622869795529211904	The first thing that has to happen with the #Mets is firing the entire waste of good air that is this coaching staff.	1	7	0	0	0	0	2	2
547154277702336512	I was such a fool.	0	8	0	0	0	0	2	2
768227452762005504	<USER> <USER> <USER> <USER> Stupid physics man I'll publish it when cockstar fixes everything	2	4	2	0	0	0	2	2
493112239419715584	Never change for anyone . If they don't like the real you --- THEM	0	0	2	5	1	0	4	4
596668529488760833	<USER> I have to get 4 shots what the	0	5	3	0	0	0	2	2
382225395543994368	Esquire Network has taken over Style!! WTF!! That was my station!!	1	7	0	0	0	0	2	2
870290325251739648	<USER> It's ok to I have my moments too.	0	1	3	4	0	0	4	4
442422163526529024	I got Maine Cat! What Kind Of Cat Are You? <URL> via <USER>	0	0	3	5	0	0	4	4
15174232693	Wondering why is it that when u r sewing, u always ur finger when ur sewing something white???	0	4	4	0	0	0	2	2
549305830395224064	<USER> Garcon is a real peice of crap! I hope he gets a hige fine for that blatent hit! Sore loser!	4	4	0	0	0	0	1	1
924176209898102785	Donny, Donny, Donny...what a piece of you are <USER> <USER> <URL>	0	7	1	0	0	0	2	2
503710960541270016	I wish Nicki had to sneeze. #VMAs	0	3	5	0	0	0	3	3
604713236685045762	After I done told you not to raid me again what do you do. Be ready cause your getting hacked <USER> <URL>	0	8	0	0	0	0	2	2
126387441014816768	along. BIG DEAL, wait 2 minutes and a new tweet will be there. it's not hard and sometimes	0	1	6	1	0	0	3	3
356996356289728512	omg no this needs to back away from my bands and go back to Justin Bieber. Because no.	0	8	0	0	0	0	2	2
934174468427124737	'I want these robots out of my fantasy park!' #JourneyQuest #WeirdThings	0	5	2	0	1	0	2	2
277575513441181699	one of a knockout from <USER>	0	0	5	1	0	2	3	3
215295015855984640	MySpace: 'Why's that in your top 8?!' Facebook: 'Why's that liking your status?!' Twitter: 'Why's that in your mentions?!'<~~lol	0	0	4	1	0	0	3	3
257268537419235328	<USER> of a game, another one down. scared me at the end glad youre ok. You can't keep Irish chocolate down its too big.	0	0	2	3	0	0	4	4
931652117655322630	<USER> I said almost exactly that in my review. Delicate and Dress are #1 and #2. Getaway Car is in the middle of the pack for me.	0	0	2	3	0	0	4	4
523606711144161280	Deep cleaned my car bout time.	0	0	0	5	0	0	4	4
352182060582047744	<USER> <USER> Why u don't kiss my	0	4	0	0	0	1	2	2
846114025662533632	'This is some old man and I need to talk to an old man' - said by <USER>	0	0	3	2	0	0	3	3
641777751158972416	Someone just tweeted a very nice cover for a book that once again has me saying, now I need a new title for my book...' #sniped	0	1	1	3	0	0	4	4
692162593423781888	I'm not strong enough I ate dinner before the 48 hours were up and I can't get rid of it. there are people everywhere what do I do?	0	3	1	0	0	1	2	2
568280908081569792	<USER> I'll be front row cheering you on and getting your opponents blood on me when you kick their *laughs, smiling*	0	1	0	5	2	0	4	4
11462010179	on day 3 of a product launch from	0	0	4	2	1	1	3	3
3758635652	<USER> Tyson Chicken is hiring at 22.55 an hr and when I told them about your experience handling well...you start Monday!!!!	0	0	1	5	2	0	4	4
894349622243667968	Just started watching but this some real good right here. These some good people. <USER> <URL>	0	0	0	6	1	1	4	4
447872217125122048	<USER> <USER> hats off to the chef cus <URL>	0	0	2	4	1	1	4	4
939329467226390528	A pig. I'd beat the out of a pig for some bacon. <URL>	0	3	1	4	0	0	4	4
521860222651219968	I just need a minute. Because my boyfriends abs... #UnderArmour #soccerplayer	0	0	1	6	1	0	4	4
551587232893530113	'Cause I can't help it if you look like a can't help it if your favorite actor is Bob Saggot' <USER> 's 'Hey Stephen' parody	0	3	4	1	0	0	3	3
358320143631261698	Rain rain every day blahhh	1	6	0	0	0	0	2	2
695791155301261314	Feeling like an for just now being informed what the #ImageAwards are.	0	5	2	0	0	0	2	2
644550311302987776	Hey <USER> do you think the bible is <URL>	0	1	2	3	0	0	3.3333333333333335	3
778059138718920704	Jay Hay with the bomb oppo!!!! What a game! #Cubs	0	0	0	5	2	0	4	4
274263022464278528	<USER> can kiss my	3	3	1	0	0	0	1.7142857142857142	2
933382092507041794	I forgot how much almond shaped nails make me feel like a bad	1	2	1	3	0	0	2.857142857142857	3
636364754269925376	What the is happening?! #mtvscream	1	3	3	0	0	0	2.2857142857142856	2
522147860796964864	im so sick and tired of being stupid, but I can't seem to learn to save my life	4	3	0	0	0	0	1	1
303475873028374528	Nikon sale: Camera giant offering discounts of up to $350 on 18 lenses: For a limited period, <URL> #digitaltrends	0	0	4	2	1	0	3	3
74944521741418497	<USER> I didn't know you spun also. we gotta catch up soon...when I'm not dancing my off on the steep steps.	0	0	2	6	0	0	4	4
18110185708	Why the did you.wake me up, knowing I only slept an hour, and can get ready in 7 minutes, an hour before you are ready to go?!	0	7	1	0	0	0	2	2
227254080567902208	Summer, slow the down.	0	4	4	0	0	0	2	2
851257888152604672	me: i have no confidence i'm so ugly also me: i look not to be a narcissist but have you seen This selfie wow i slay rt	0	6	1	1	0	0	2	2
913885581293293568	<USER> that jerry richardson so tru it's funny !!	0	0	1	7	0	0	4	4
8963921535	Who is that guy? And what the is he wearing in the backcountry? DolomiteSport profiles the Eastside's lone... <URL>	0	2	6	0	0	0	3	3
246779218313216000	<USER> girl he's getting bad as lol	0	5	1	2	0	0	2	2
487033570871885824	And I start to struggle to hold myself back, From thrusting my head straight through the glass	1	6	1	0	0	0	2	2
522922836696907776	#Fitz reads Mellie for 3 min, and she just torn him up in 2 sentences... <USER> <USER> <USER> #scandal #TGIT	0	3	5	0	0	0	3	3
686097760014184448	<USER> I love watching you & <USER> I laugh my off. I always watch first thing in the morning and before I go to bed	0	0	1	6	1	0	4	4
206784234256465920	the rain, memorial day bbq at my moms house, come thru if you're bored #hitmeup #byob	0	0	2	6	0	0	4	4
725488528986091520	<USER> <USER> when you're meaner than cat to her and almost got up and walked away #hesbipolar	0	7	1	0	0	0	2	2
617807260929163264	I don't give a what you think	2	6	0	0	0	0	2	2
196949319629291521	And it's hot as	0	3	3	2	0	0	2.875	3
900442932381184001	i tell everyone i curve that i have a man... i'm such a lie lmfaooo	0	2	2	4	0	0	4	4
681563457280458752	<USER> YEAH!	0	0	0	1	7	0	5	5
644808983681867776	So help me god, I will in your shoes... <URL>	0	6	1	0	0	1	2	2
757323479456714752	<USER> but putting bounds on when to eat is the start of a successful long term relationship #RelationshipGoals	0	0	2	6	0	0	4	4
803668988395945984	Being a bad means being able to handle all the life throws at you on a daily basis.	0	1	4	3	0	0	3	3
549515423495237633	I woke up and I can't talk. What is this	0	5	3	0	0	0	2	2
315461753389580288	Hi hi it's off to work I go... Gotta make all that money Matt's spending in Vegas! #taxseason	0	1	2	3	0	0	4	4
534839083110252544	this dog game will never get old. out in 37 degree weather putting out straw for my baby <URL>	0	1	0	5	0	0	4	4
819945366636347393	Did I just buy Simple Plan tickets for NYC? yeah. Two Simple Plan shows in less than two months? Middle school me is jealous.	0	0	1	5	0	0	4	4
282915708617236480	Antonio Brown, catch the punt already. He needs to not b back there anymore. There's obviously a problem. #Steelers	1	5	0	0	0	0	2	2
315212884290465793	You have the creepiest fingers I've ever seen, please stop posting pictures of your new nail polish on fb holy	4	2	0	0	0	0	1	1
335143094980853761	once- okay twice- fine three times- you're a thirsty	1	2	3	0	0	0	3	3
905260464279621634	<USER> <USER> they got two guys for Jason Rogers. Who did hardly anything in the bigs compared to Scooter.	0	4	2	0	0	0	2	2
229618228920463360	I hate it when i put leftovers in the microwave to eat and my mom sees it and makes me put like 3 quarters of it back because sh ...	0	6	0	0	0	0	2	2
684572379352313856	10 minutes in and Amberle is already a bad <USER>	0	4	2	0	0	0	2	2
